Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Company name
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,Diesel,Automatic,First,19.2,2143.0,170.0,5.0,28.5,Mercedes-Benz
Chevrolet Cruze LTZ,Coimbatore,2014,80073,Diesel,Manual,First,17.0,1998.0,163.7,5.0,7.11,Chevrolet
Maruti Ritz VDi,Hyderabad,2013,85388,Diesel,Manual,First,21.0,1248.0,73.9,5.0,3.9,Maruti
Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,Petrol,Manual,First,18.0,1197.0,81.86,5.0,5.6,Hyundai
Maruti Dzire LDI,Pune,2012,150000,Diesel,Manual,Third,28.0,1248.0,73.75,5.0,2.25,Maruti
Hyundai Verna 1.6 SX,Kolkata,2011,34994,Diesel,Manual,First,22.3,1582.0,126.32,5.0,3.9,Hyundai
Jaguar XF Diesel,Coimbatore,2014,82536,Diesel,Automatic,First,14.7,2993.0,270.9,5.0,28.63,Jaguar
Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,Petrol,Automatic,First,13.0,1798.0,157.75,5.0,7.25,Skoda
Maruti Wagon R LXI,Pune,2006,52000,Petrol,Manual,Second,18.0,998.0,67.1,5.0,2.0,Maruti
Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,Petrol,Manual,First,16.4,1198.0,73.9,5.0,3.5,Volkswagen
Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,Petrol,Manual,First,14.0,1799.0,130.2,5.0,5.0,Honda
Maruti Eeco CNG 5 Seater AC,Ahmedabad,2015,47001,CNG,Manual,First,28.0,1196.0,63.0,5.0,3.72,Maruti
Maruti Wagon R VXI,Chennai,2014,52000,Petrol,Manual,First,22.0,998.0,67.04,5.0,3.45,Maruti
Maruti Swift Dzire VDI,Kolkata,2013,43284,Diesel,Manual,First,23.0,1248.0,74.0,5.0,4.5,Maruti
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.36,Hyundai
Hyundai Grand i10 Asta,Bangalore,2016,51866,Petrol,Manual,First,18.0,1197.0,82.0,5.0,5.5,Hyundai
Nissan Micra Diesel XV Premium,Mumbai,2013,69000,Diesel,Manual,First,23.0,1461.0,63.1,5.0,3.0,Nissan
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,Manual,First,18.0,1197.0,81.86,5.0,6.08,Hyundai
Volkswagen Vento Diesel Highline,Chennai,2013,150000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,5.0,Volkswagen
Toyota Fortuner 4x2 AT,Kochi,2015,47566,Diesel,Automatic,First,12.5,2982.0,168.5,7.0,20.25,Toyota
Hyundai Santro GS zipDrive - Euro II,Chennai,2002,67000,Petrol,Manual,Third,0.0,999.0,94.0,5.0,1.2,Hyundai
Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,Diesel,Automatic,First,11.3,2755.0,171.5,7.0,18.0,Toyota
Mercedes-Benz A Class A180 CDI,Pune,2015,48300,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,17.5,Mercedes-Benz
Hyundai EON D Lite,Pune,2013,30000,Petrol,Manual,First,21.0,814.0,55.2,5.0,2.1,Hyundai
Hyundai Elantra CRDi SX,Bangalore,2012,36000,Diesel,Manual,Second,22.0,1582.0,126.24,5.0,7.5,Hyundai
Mini Cooper 3 DOOR D,Kochi,2015,27641,Diesel,Automatic,Second,20.0,1496.0,113.98,4.0,24.77,Mini Cooper
Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,Diesel,Manual,First,19.6,1461.0,108.45,5.0,8.65,Renault
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,Diesel,Automatic,First,10.9,3198.0,197.0,7.0,35.5,Ford
Toyota Corolla Altis GL MT,Delhi,2014,60750,Petrol,Manual,First,14.2,1798.0,138.03,5.0,10.5,Toyota
Mahindra XUV500 W7,Delhi,2018,9000,Diesel,Manual,First,14.0,2179.0,155.0,7.0,13.0,Mahindra
BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,Diesel,Automatic,First,16.7,2993.0,261.49,5.0,26.5,BMW
Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Petrol,Manual,Second,17.0,1061.0,64.0,5.0,1.4,Maruti
Honda City i VTEC SV,Kochi,2017,38424,Petrol,Manual,First,17.0,1497.0,117.3,5.0,7.51,Honda
Maruti Swift VDI,Delhi,2014,50000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,4.3,Maruti
Honda City i-VTEC CVT VX,Mumbai,2015,19000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.95,Honda
Maruti Ertiga VDI,Kochi,2015,58734,Diesel,Manual,First,20.7,1248.0,88.76,7.0,6.91,Maruti
Renault Duster 110PS Diesel RxZ,Coimbatore,2016,65257,Diesel,Manual,First,19.0,1461.0,108.45,5.0,9.75,Renault
Maruti Swift Dzire VDi,Jaipur,2010,130000,Diesel,Manual,Second,19.0,1248.0,73.9,5.0,4.0,Maruti
Maruti Ritz VDi,Hyderabad,2011,79000,Diesel,Manual,First,23.0,1248.0,73.94,5.0,3.65,Maruti
Mahindra XUV500 W8 4WD,Chennai,2013,78000,Diesel,Manual,First,15.0,2179.0,140.0,7.0,10.75,Mahindra
Honda Brio S MT,Kochi,2015,49133,Petrol,Manual,First,19.0,1198.0,86.8,5.0,4.51,Honda
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,49.22,Mercedes-Benz
Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,Diesel,Manual,First,21.0,1248.0,88.8,5.0,3.7,Tata
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,Diesel,Manual,First,12.0,2494.0,102.0,7.0,12.99,Toyota
Maruti Swift VXI,Delhi,2015,62088,Petrol,Manual,First,18.0,1197.0,85.8,5.0,4.15,Maruti
Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,Petrol,Manual,First,17.0,1591.0,121.3,5.0,4.4,Hyundai
Honda Mobilio S i VTEC,Kolkata,2015,26000,Petrol,Manual,First,17.0,1497.0,117.3,7.0,4.25,Honda
Honda Amaze S i-Vtech,Mumbai,2017,32005,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25,Honda
Honda City i-VTEC CVT VX,Jaipur,2017,35000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.7,Honda
Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,Diesel,Automatic,First,12.0,2179.0,187.7,5.0,39.75,Land Rover
Honda City i-VTEC V,Mumbai,2017,11000,Petrol,Manual,First,17.0,1497.0,117.3,5.0,8.5,Honda
Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,Petrol,Automatic,First,9.0,2997.0,231.1,5.0,7.0,Mercedes-Benz
Ford Ikon 1.3 Flair,Chennai,2002,65134,Petrol,Manual,Third,13.0,1299.0,70.0,5.0,0.8,Ford
Toyota Fortuner 4x2 Manual,Delhi,2013,71000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,15.25,Toyota
Maruti A-Star Vxi,Hyderabad,2008,51366,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.25,Maruti
Tata Sumo EX,Kolkata,2016,46300,Diesel,Manual,First,14.0,1948.0,83.1,7.0,4.85,Tata
Honda City V AT,Coimbatore,2012,60908,Petrol,Automatic,Second,15.0,1497.0,116.3,5.0,6.42,Honda
Nissan Micra XV D,Chennai,2012,93450,Diesel,Manual,Second,23.1,1461.0,63.12,5.0,2.5,Nissan
Hyundai Verna SX CRDi AT,Hyderabad,2011,104000,Diesel,Automatic,First,19.0,1582.0,126.32,5.0,5.75,Hyundai
Maruti 800 Std,Pune,2003,52000,Petrol,Manual,First,16.0,796.0,37.0,4.0,0.5,Maruti
Mahindra XUV500 W8 4WD,Coimbatore,2015,42999,Diesel,Manual,First,15.0,2179.0,140.0,7.0,11.52,Mahindra
Maruti SX4 VDI,Delhi,2014,90000,Diesel,Manual,First,21.0,1248.0,88.8,5.0,4.5,Maruti
Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,4.75,Hyundai
Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,Diesel,Manual,First,19.6,1582.0,126.2,5.0,13.54,Hyundai
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,59630,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,23.41,Mercedes-Benz
Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,Diesel,Automatic,Second,12.5,2982.0,168.5,7.0,19.25,Toyota
Volvo S60 D4 KINETIC,Ahmedabad,2015,34000,Diesel,Automatic,First,9.0,1984.0,181.0,5.0,20.0,Volvo
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,Diesel,Automatic,First,14.2,2143.0,203.0,5.0,13.0,Mercedes-Benz
Honda Accord 2.4 Elegance M/T,Chennai,2010,80000,Petrol,Manual,First,10.0,2354.0,180.0,5.0,3.99,Honda
Honda Amaze S i-Dtech,Pune,2015,110000,Diesel,Manual,First,25.0,1498.0,98.6,5.0,4.65,Honda
Maruti Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,First,28.0,1248.0,73.75,5.0,4.65,Maruti
Maruti Swift LXI,Kolkata,2013,60000,Petrol,Manual,First,18.0,1197.0,85.8,5.0,3.15,Maruti
Toyota Corolla Altis G HV AT,Delhi,2013,56000,Petrol,Automatic,First,14.5,1798.0,138.1,5.0,8.25,Toyota
Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,Diesel,Automatic,Second,11.4,4367.0,335.3,5.0,65.0,Land Rover
Maruti Swift VDI,Chennai,2012,63000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,4.5,Maruti
Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,Diesel,Manual,First,16.0,1956.0,170.0,5.0,17.5,Jeep
Maruti Swift VXI BSIV,Mumbai,2016,29401,Petrol,Manual,First,20.0,1197.0,81.8,5.0,4.31,Maruti
Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,Petrol,Manual,First,18.0,1199.0,88.7,5.0,6.2,Honda
Toyota Etios GD,Chennai,2011,79000,Diesel,Manual,First,23.5,1364.0,94.0,5.0,4.67,Toyota
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,Petrol,Manual,First,16.4,1198.0,73.9,5.0,3.32,Volkswagen
Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,Petrol,Automatic,First,12.0,1799.0,130.0,5.0,3.75,Honda
Toyota Etios G SP,Bangalore,2013,132000,Petrol,Manual,First,16.7,1496.0,88.73,5.0,4.7,Toyota
Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,Petrol,Manual,First,17.0,1591.0,121.3,5.0,6.5,Hyundai
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,Diesel,Manual,First,12.0,2494.0,102.0,8.0,7.25,Toyota
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,Diesel,Manual,First,22.0,1598.0,118.0,5.0,8.94,Maruti
Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,Petrol,Manual,First,19.0,1194.0,94.68,5.0,7.34,Ford
Maruti Baleno Alpha 1.2,Delhi,2016,17000,Petrol,Manual,First,21.0,1197.0,83.1,5.0,6.9,Maruti
Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,First,18.0,1199.0,88.7,5.0,5.9,Honda
Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,Diesel,Automatic,First,22.3,1582.0,126.3,5.0,6.75,Hyundai
Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,Diesel,Manual,First,25.0,1498.0,98.6,5.0,4.1,Honda
Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,Diesel,Automatic,First,18.5,1968.0,147.51,5.0,27.0,Audi
Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,4.5,Skoda
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,Diesel,Automatic,First,17.1,1968.0,174.33,5.0,14.5,Audi
Maruti Swift Dzire VDI,Jaipur,2014,75074,Diesel,Manual,First,23.0,1248.0,74.0,5.0,5.25,Maruti
Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Diesel,Manual,Second,22.0,1248.0,74.0,5.0,1.2,Tata
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,Diesel,Manual,Second,12.9,2494.0,100.6,8.0,4.95,Toyota
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,Diesel,Manual,First,19.6,1461.0,108.45,5.0,7.5,Renault
Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,Petrol,Automatic,First,10.0,2996.0,333.0,4.0,48.0,Mercedes-Benz
Honda Amaze S i-Dtech,Delhi,2015,58000,Diesel,Manual,First,25.0,1498.0,98.6,5.0,4.45,Honda
Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,Automatic,First,11.5,2987.0,254.79,5.0,59.65,Mercedes-Benz
Maruti Ritz VDi,Kochi,2015,57034,Diesel,Manual,First,23.0,1248.0,73.94,5.0,4.38,Maruti
Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,Diesel,Manual,First,28.0,1248.0,88.5,5.0,7.9,Maruti
Hyundai Santro Xing GL,Bangalore,2008,35268,Petrol,Manual,Second,0.0,1086.0,62.0,5.0,1.88,Hyundai
BMW 5 Series 520d Sedan,Mumbai,2008,81000,Diesel,Automatic,Second,18.4,1493.0,94.0,5.0,10.5,BMW
Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,Automatic,First,21.0,1197.0,83.1,5.0,7.29,Maruti
Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,Diesel,Manual,First,23.0,1498.0,88.7,5.0,6.0,Ford
Mahindra XUV500 W8 2WD,Chennai,2011,126000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,6.7,Mahindra
Maruti Alto LXi,Jaipur,2009,63000,Petrol,Manual,First,19.0,796.0,46.3,5.0,1.5,Maruti
Mini Cooper 3 DOOR D,Kochi,2016,32298,Diesel,Automatic,First,20.0,1496.0,113.98,4.0,23.8,Mini Cooper
Mahindra XUV500 W8 4WD,Kochi,2014,63288,Diesel,Manual,First,15.0,2179.0,140.0,7.0,7.77,Mahindra
Hyundai Santro Xing GLS,Coimbatore,2012,43337,Petrol,Manual,First,17.9,1086.0,62.1,5.0,3.32,Hyundai
Maruti Swift VDI,Kochi,2015,46561,Diesel,Manual,First,22.0,1248.0,74.0,5.0,4.94,Maruti
Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,11.0,Mercedes-Benz
Renault KWID RXT,Hyderabad,2016,48000,Petrol,Manual,First,25.1,799.0,53.3,5.0,3.4,Renault
Maruti Swift VDI,Kochi,2013,56263,Diesel,Manual,First,22.0,1248.0,74.0,5.0,4.17,Maruti
Maruti Zen LXI,Hyderabad,2005,84060,Petrol,Manual,Second,17.0,993.0,60.0,5.0,1.25,Maruti
Hyundai Grand i10 Magna AT,Mumbai,2016,9000,Petrol,Automatic,First,18.0,1197.0,82.0,5.0,5.45,Hyundai
Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,Diesel,Manual,First,21.1,1248.0,88.8,5.0,2.59,Tata
Mahindra XUV500 W10 AWD,Pune,2015,87900,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.01,Mahindra
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Petrol,Manual,Second,17.0,1197.0,85.8,5.0,2.45,Maruti
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,Diesel,Automatic,First,15.7,1968.0,174.33,5.0,29.0,Audi
Ford Fiesta 1.4 SXi TDCi,Hyderabad,2008,83000,Diesel,Manual,Second,17.0,1399.0,94.0,5.0,2.4,Ford
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,Diesel,Automatic,First,14.8,2143.0,170.0,5.0,11.99,Mercedes-Benz
Honda City i VTEC CVT VX,Delhi,2015,51000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.9,Honda
Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Diesel,Manual,Third,12.0,2494.0,102.0,7.0,6.25,Toyota
Chevrolet Beat LT,Pune,2011,48000,Petrol,Manual,Second,18.0,1199.0,79.4,5.0,1.8,Chevrolet
Maruti Wagon R LXI CNG,Delhi,2013,62000,CNG,Manual,First,37.24,998.0,58.16,5.0,2.8,Maruti
Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,Petrol,Manual,First,18.0,1199.0,88.7,5.0,4.9,Honda
Nissan Micra XL Primo,Jaipur,2010,75055,Petrol,Manual,First,18.0,1198.0,75.0,5.0,2.25,Nissan
Maruti Ciaz AT ZXi,Coimbatore,2017,51210,Petrol,Automatic,First,19.1,1373.0,91.1,5.0,8.89,Maruti
Toyota Fortuner 4x2 AT,Mumbai,2012,87000,Diesel,Automatic,First,12.5,2982.0,168.5,7.0,15.0,Toyota
Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,First,26.0,1498.0,99.0,5.0,5.65,Ford
Maruti Ertiga ZDI,Jaipur,2014,57000,Diesel,Manual,First,20.7,1248.0,88.8,7.0,7.0,Maruti
Maruti Alto 800 LXI,Hyderabad,2016,9370,Petrol,Manual,First,22.7,796.0,47.3,5.0,2.95,Maruti
Honda Brio V MT,Chennai,2013,53226,Petrol,Manual,First,19.0,1198.0,86.8,5.0,3.3,Honda
Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Diesel,Manual,Second,16.0,1493.0,110.0,5.0,3.5,Hyundai
Honda City 1.5 GXI,Jaipur,2007,75055,Petrol,Manual,First,12.0,1493.0,100.0,5.0,2.3,Honda
Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,Diesel,Manual,First,19.6,1582.0,126.2,5.0,13.69,Hyundai
Toyota Etios Liva GD,Delhi,2013,64000,Diesel,Manual,First,23.5,1364.0,67.06,5.0,3.1,Toyota
Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,Petrol,Manual,First,13.4,2359.0,198.25,5.0,12.75,Hyundai
Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,Diesel,Manual,First,19.6,1582.0,126.2,5.0,13.75,Hyundai
Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,Petrol,Manual,First,18.0,1199.0,88.7,5.0,6.75,Honda
Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,Diesel,Manual,First,20.5,1598.0,103.6,5.0,5.25,Volkswagen
Mahindra XUV500 W6 2WD,Mumbai,2015,82000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8.75,Mahindra
Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,Diesel,Manual,First,18.4,1493.0,100.0,7.0,8.87,Mahindra
Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Petrol,Automatic,Second,11.0,2354.0,142.0,5.0,6.5,Honda
Maruti Ertiga VDI,Pune,2012,168000,Diesel,Manual,First,20.7,1248.0,88.76,7.0,4.5,Maruti
Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,Diesel,Manual,First,12.8,2696.0,162.0,7.0,12.5,Mahindra
Toyota Fortuner 4x2 AT,Delhi,2014,89540,Diesel,Automatic,First,12.5,2982.0,168.5,7.0,16.8,Toyota
Maruti Ertiga ZDI,Hyderabad,2016,85423,Diesel,Manual,First,20.7,1248.0,88.8,7.0,8.75,Maruti
Hyundai Elantra CRDi SX AT,Pune,2013,48823,Diesel,Automatic,First,19.0,1582.0,126.24,5.0,8.5,Hyundai
Hyundai i10 Magna 1.2,Kolkata,2011,35082,Petrol,Manual,First,20.3,1197.0,78.9,5.0,2.21,Hyundai
Maruti Omni MPI STD BSIV,Jaipur,2012,126000,Petrol,Manual,First,16.0,796.0,34.2,5.0,1.6,Maruti
Honda Amaze VX AT i-Vtech,Delhi,2016,19000,Petrol,Automatic,First,15.0,1198.0,86.7,5.0,6.25,Honda
Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Petrol,Automatic,Second,12.0,1799.0,130.0,5.0,2.25,Honda
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,25.75,Mercedes-Benz
Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Petrol,Manual,Second,13.1,1798.0,157.8,5.0,6.75,Skoda
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,Diesel,Manual,First,28.0,1248.0,88.5,5.0,6.25,Maruti
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,Diesel,Manual,First,22.0,1498.0,89.84,5.0,5.1,Ford
Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Diesel,Automatic,Second,8.0,2987.0,224.34,5.0,10.75,Mercedes-Benz
Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.7,Hyundai
Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,Diesel,Manual,First,20.0,1598.0,105.0,5.0,5.95,Volkswagen
Chevrolet Beat Diesel LT,Kochi,2012,42706,Diesel,Manual,First,25.4,936.0,56.3,5.0,2.4,Chevrolet
Mahindra Quanto C6,Mumbai,2013,35000,Diesel,Manual,First,17.2,1493.0,100.0,7.0,3.49,Mahindra
Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,Petrol,Automatic,First,19.0,1197.0,80.0,5.0,4.0,Hyundai
Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,Manual,First,23.5,1364.0,67.04,5.0,3.85,Toyota
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,Petrol,Automatic,First,14.5,1794.0,138.1,5.0,3.95,Toyota
Hyundai i10 Magna 1.2,Jaipur,2013,75049,Petrol,Manual,Second,20.3,1197.0,78.9,5.0,3.0,Hyundai
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,Petrol,Manual,First,18.1,1196.0,86.8,5.0,6.7,Ford
Maruti Ritz ZXi,Coimbatore,2016,22767,Petrol,Manual,First,18.0,1197.0,85.8,5.0,6.14,Maruti
Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,4.4,Hyundai
Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,First,26.5,1248.0,74.0,5.0,4.25,Maruti
BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,Petrol,Automatic,First,8.7,4395.0,402.0,5.0,25.93,BMW
Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,Diesel,Manual,First,22.0,1598.0,118.0,5.0,7.0,Maruti
Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,Diesel,Automatic,First,12.5,2982.0,168.5,7.0,25.12,Toyota
Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,Petrol,Manual,First,20.0,998.0,68.05,5.0,4.45,Hyundai
Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,Diesel,Manual,First,21.0,1396.0,90.0,5.0,2.4,Hyundai
Volkswagen Vento Diesel Highline,Pune,2012,115000,Diesel,Manual,Second,20.5,1598.0,103.6,5.0,4.33,Volkswagen
Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,Petrol,Automatic,First,18.0,1197.0,83.14,5.0,6.93,Maruti
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,First,21.0,1396.0,90.0,5.0,4.25,Hyundai
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,Diesel,Automatic,First,14.2,2143.0,203.0,5.0,12.5,Mercedes-Benz
Hyundai Grand i10 Sportz,Chennai,2015,15000,Petrol,Manual,First,18.0,1197.0,82.0,5.0,4.9,Hyundai
Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5,Hyundai
Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.1,799.0,53.3,5.0,3.0,Renault
Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,Petrol,Automatic,First,16.0,1197.0,82.0,5.0,5.8,Hyundai
Volkswagen Vento Petrol Highline,Pune,2011,54211,Petrol,Manual,First,15.0,1598.0,103.6,5.0,3.33,Volkswagen
Chevrolet Cruze LTZ AT,Kochi,2015,62242,Diesel,Automatic,First,14.3,1998.0,163.7,5.0,6.62,Chevrolet
Nissan Terrano XL 110 PS,Mumbai,2015,54000,Diesel,Manual,Second,19.0,1461.0,108.5,5.0,5.75,Nissan
Hyundai Verna 1.6 SX,Hyderabad,2012,65000,Diesel,Manual,First,22.3,1582.0,126.32,5.0,6.2,Hyundai
Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,Automatic,First,23.0,998.0,67.04,5.0,3.5,Maruti
Maruti Wagon R LXI,Pune,2010,71000,Petrol,Manual,First,18.0,998.0,67.1,5.0,2.0,Maruti
Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,Diesel,Manual,First,21.0,1396.0,88.8,5.0,4.0,Hyundai
Audi A4 1.8 TFSI,Mumbai,2011,53000,Petrol,Automatic,First,12.0,1781.0,163.2,5.0,9.5,Audi
BMW X1 sDrive20d,Mumbai,2013,43000,Diesel,Automatic,First,17.0,1995.0,184.0,5.0,17.5,BMW
Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,Petrol,Automatic,First,14.0,1598.0,103.52,5.0,6.11,Skoda
Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,Manual,First,20.3,1197.0,78.9,5.0,3.75,Hyundai
Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Diesel,Manual,Second,10.0,2835.0,107.2,6.0,6.2,Mitsubishi
Honda City i DTEC SV,Mumbai,2014,25000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.15,Honda
Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,Petrol,Manual,First,20.9,998.0,67.1,5.0,2.4,Maruti
Maruti Swift Ldi BSIII,Pune,2009,80000,Diesel,Manual,Fourth & Above,17.0,1248.0,75.0,5.0,2.15,Maruti
Hyundai Grand i10 Magna,Kolkata,2016,21000,Petrol,Manual,First,18.0,1197.0,82.0,5.0,3.75,Hyundai
Ford Figo Petrol ZXI,Mumbai,2011,32000,Petrol,Manual,Second,15.0,1196.0,70.0,5.0,2.15,Ford
Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,Petrol,Manual,First,18.0,1197.0,81.86,5.0,4.75,Hyundai
Maruti SX4 Vxi BSIV,Mumbai,2010,47500,Petrol,Manual,First,15.0,1586.0,103.3,5.0,2.45,Maruti
Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,First,17.0,1497.0,117.3,5.0,11.15,Honda
Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,Diesel,Automatic,First,19.0,1461.0,108.45,5.0,8.9,Renault
